paperID,rank,title,PublicationDate,referenceCount,citationCount,ConferenceID,JournalID,year,venu,authorsName,abstract
3023530843,20773,"In situ eutrophication stimulates dinitrogen fixation, denitrification, and productivity in Red Sea coral reefs",2020-07-09,0,10,,96743589,2020,Marine Ecology Progress Series,"Yusuf C. El-Khaled, Florian Roth, Florian Roth, Florian Roth, Arjen Tilstra, Nils Rädecker, Nils Rädecker, Nils Rädecker, Denis B. Karcher, Benjamin Kürten, Burton H. Jones, Christian R. Voolstra, Christian R. Voolstra, Christian Wild","Eutrophication (i.e. the increase of [in-]organic nutrients) may affect the functioning of coral reefs, but knowledge about the effects on nitrogen (N) cycling and its relationship to productivity within benthic reef communities is scarce. Thus, we investigated how in situ manipulated eutrophication impacted productivity along with 2 counteracting N-cycling pathways (dinitrogen [N 2 ]-fixation, denitrification), using a combined acetylene assay. We hypothesised that N 2 -fixation would decrease and denitrification increase in response to eutrophication. N fluxes and productivity (measured as dark and light oxygen fluxes assessed in incubation experiments) were determined for 3 dominant coral reef functional groups (reef sediments, turf algae, and the scleractinian coral Pocillopora verrucosa ) after 8 wk of in situ nutrient enrichment in the central Red Sea. Using slow-release fertiliser, we increased the dissolved inorganic N concentration by up to 7-fold compared to ambient concentrations. Experimental nutrient enrichment stimulated both N 2 -fixation and denitrification across all functional groups 2- to 7-fold and 2- to 4-fold, respectively. Productivity doubled in reef sediments and remained stable for turf algae and P. verrucosa . Our data therefore suggest that (1) turf algae are major N 2 -fixers in coral reefs, while denitrification is widespread among all investigated groups; (2) surprisingly, and contrary to our hypothesis, both N 2 -fixation and denitrification are involved in the response to moderate N eutrophication, and (3) stimulated N 2 -fixation and denitrification are not directly influenced by productivity. Our findings underline the importance and ubiquity of microbial N cycling in (Red Sea) coral reefs along with its sensitivity to eutrophication."
3144843700,23110,Explorative Graph Visualisation for Knowledge Management: Design and Usability,2021-01-26,0,0,,,2021,,Ossi Rautalahti,
3178247821,22916,Graph Drawing Approaches for Petri Net Visualisation and Representation,2021-07-06,19,0,,2764602731,2021,WSEAS Transactions on Information Science and Applications archive,Anthony Spiteri Staines,"Petri net structures can benefit from being modelled using graph drawing approaches. This work presents some advanced graph drawing approaches that can be used for visualising Petri net models. These are i) topological shape metrics, ii) visibility drawing, iii) orthogonalization, iv) hierarchical and v) bi-graph partitioning. The models show that this can be successfully done and the Petri nets that are generated in this work are suitable for visualisation. Graph visualisation is an important topic and the results show that there is a large potential to apply this approach to drawing Petri Nets in novel ways."
114812690,24145,Speed Up Graph Drawing for Social Network Visualization,2011-09-24,10,0,1155015387,,2011,Web Information Systems Modeling (WISM),"Wei Liu, Xing Wang","Though classical forced-directed algorithms have many advantages on graph drawing, such as good-quality results, flexibility, simplicity, etc., the high running time makes them impractical to real applications. To this end, we propose a community-based approach to speed up graph drawing for social networks under the assumption that the position of a vertex in the graph is mainly determined by the vertexes which are in the same community with it. Experiments indicate that, comparing with the classical force-direct algorithm, our approach can significantly reduce the running time without the loss of graph readability."
1184313586,20550,Visualizing Social Networks Using a Treemap Overlaid with a Graph,2015-01-01,14,16,,120348307,2015,Procedia Computer Science,"Mithileysh Sathiyanarayanan, Nikolay Burlutskiy","Abstract In the last few years, social networks have reached its highest level of complexity and scale but there is still a gap in how to represent these networks to a user for exploration and analysis. As a result, it is often challenging for a user to understand the relationships in the social networks and make an informed decision over it. Graphs have become a standard for social networks visualization and analysis. However, in this paper, a few visualizations based on a treemap overlaid by a graph with a different number of curves, edges, and nodes were designed and evaluated. As a case study, a Twitter network was visualized, where the treemap overlaid with a graph conveyed information on people in a network, their relationships and common interests. The performance of the treemap visualizations, including the accuracy and time of answering questions was evaluated by twenty three participants in comparison to another well-known visualization based on Euler diagram. Finally, the results of the performance evaluation, limitations and usefulness of the designed visualizations were discussed."
1486776951,24376,"Connection Dynamics in Learning Networks: Games, Agents and Social Network Visualization",2007-11-19,26,0,,,2007,,"Albert A. Angehrn, Katrina Maxwell, Bertrand Sereno","This paper addresses the challenge of enhancing social interactionn through value-adding connections among the online members of Learningn Networks. We report on our exploration of three types of connection dynamics:n (1) features enabling network member to visualize and browse throughn relationship networks, (2) intelligent agents and (3) game dynamics aimed atn stimulating the identification and establishment of value-adding connectionsn between people and other people, groups, knowledge assets or relevantn community dynamics. We describe here how such dynamics could ben embedded in Lifelong Competence Development Networks."
1546956084,21580,"Social Network Visualization, Methods of",2009-01-01,55,4,,,2009,,Linton C. Freeman,
1530175575,21030,Extraction and visualization of implicit social relations on social networking services,2010-07-11,18,12,1184914352,,2010,National Conference on Artificial Intelligence (AAAI),"Meesun Song, Won-Kyu Lee, Jung Hwan Kim","Today social network services like blogs, communities, and social networking sites dominate the web. As Web 2.0 has evolved this way, analyzing social networks has become a promising research issue. There have already been several researches on social network analysis based on users' activities in social services. Most of them focus on the links among the users such as citation, trackback, and comment. However, few studies have analyzed the relations within message threads. In general, they considered the one-way relationship from a comment writer to a post writer. Since users communicate with each other primarily by posting comments one after another, the message threads are key to analyzing latent social relationships. In this paper, we propose a novel method to extract the social relations hidden behind message threads. To evaluate our algorithms, we developed an evaluation system and measured the performances. In addition, since the typical node-edge diagram for social network visualization is not intuitive or readable, we also introduce a novel visualization and interaction method suitable for social relation exploration. Further, we expect our work will help enhance social recommendations, advertisements and personalization."
1530322545,23018,NETPLOT: Stata module to provide social network visualization,2010-10-14,0,0,,3121261024,2010,Research Papers in Economics,Rense Corten,netplot produces a graphical representation of a network stored as an extended edgelist or arclist in var1 and var2.
1533720010,21959,Approximating crossing minimization in radial layouts,2008-04-07,9,3,1133508372,,2008,Latin American Symposium on Theoretical Informatics (LATIN),"Seok-Hee Hong, Hiroshi Nagamochi","We study a crossing minimization problem of drawing a bipartite graph with a radial layout of two orbits. Radial layouts have strong application in social network visualization, displaying centrality of actors. The problem is called the one-sided crossing minimization if the positions of vertices in one of the two orbits are fixed, and is known to be NP-hard. We present the first approximation algorithm, proving that the one-sided crossing minimization in a radial layout is 15-approximable."
1585612983,23146,Social network visualization as a contract tracing tool,2006-05-01,0,3,,,2006,,"Magnus Boman, Asim Ghaffar, Fredrik Liljeros, Mikael Stenhem","Something many pathogens have in common is the requirement for tracing their spread n under harsh time constraints, posing a so-called contact tracing (or ``race-to-trace'') problem. n We present a tool for visualizing contact networks, n an important step towards practical use by epidemiologists,n which generates interactive three-dimensional (3D) n network visualizations. Its general purpose visualization engine can support multiple n applications and varying pathogens. The main purpose is to trace,n in the case of an outbreak,n contacts among individuals known to have been at the same place."
